City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Ambositra,MG,2021-09-13 20:54:57,-20.5167,47.25,55.62,85,100,5.21
296,Miranda,CO,2021-09-13 20:54:57,3.2499,-76.2281,86.13,53,16,3.11
297,Egvekinot,RU,2021-09-13 20:54:58,66.3167,-179.1667,30.24,83,100,13.06
298,Saint-Pierre,RE,2021-09-13 20:54:58,-21.3393,55.4781,69.48,76,0,2.3
299,Bandarbeyla,SO,2021-09-13 20:54:58,9.4942,50.8122,76.87,83,15,28.86
300,Birao,CF,2021-09-13 20:54:59,10.2849,22.7882,68.97,96,96,1.83
301,Xiongzhou,CN,2021-09-13 20:54:59,25.1167,114.3,77.09,81,55,2.26
302,Rawah,IQ,2021-09-13 20:54:59,34.4816,41.9093,82.04,27,0,6.02
303,Cubara,CO,2021-09-13 20:55:00,7.0008,-72.1085,85.42,62,31,2.57
304,Tambopata,PE,2021-09-13 20:55:00,-12.7333,-69.1833,94.89,41,40,8.05
305,Havre-Saint-Pierre,CA,2021-09-13 20:55:01,50.2334,-63.5986,61.16,77,40,18.41
306,Shar,KZ,2021-09-13 20:55:01,49.5886,81.0453,47.19,41,3,7.56
307,Buta,CD,2021-09-13 20:55:01,2.7858,24.73,69.58,96,96,0.89
308,Leningradskiy,RU,2021-09-13 20:55:02,69.3833,178.4167,25.11,71,10,5.77
309,Ulladulla,AU,2021-09-13 20:55:07,-35.35,150.4667,48.09,80,96,14.05
310,Okha,RU,2021-09-13 20:55:08,53.5739,142.9478,46.42,77,0,5.77
311,Benghazi,LY,2021-09-13 20:55:08,32.1167,20.0667,77.05,68,53,21.85
312,Bairiki,KI,2021-09-13 20:55:08,1.3292,172.9752,84.2,79,40,8.05
313,Porto Novo,BJ,2021-09-13 20:53:24,6.4965,2.6036,75.02,91,98,2.01
314,Hirara,JP,2021-09-13 20:55:09,24.8,125.2833,83.53,83,97,22.08
315,Saint-Augustin,CA,2021-09-13 20:55:09,51.226,-58.6502,60.39,69,58,11.86
316,Storforshei,NO,2021-09-13 20:55:10,66.4043,14.5233,39.65,87,40,2.3
317,Leh,IN,2021-09-13 20:55:10,34.1667,77.5833,55.42,41,30,4.72
318,Dvinskoy,RU,2021-09-13 20:55:10,62.1535,45.1175,47.1,98,100,11.21
319,Morondava,MG,2021-09-13 20:55:11,-20.2833,44.2833,73.69,76,0,11.21
320,Suez,EG,2021-09-13 20:55:11,29.9737,32.5263,78.42,75,0,6.69
321,Garowe,SO,2021-09-13 20:55:12,8.4054,48.4845,77.52,58,5,23.53
322,Ca Mau,VN,2021-09-13 20:55:12,9.1769,105.15,76.21,87,100,12.26
323,Nadym,RU,2021-09-13 20:55:12,65.5333,72.5167,42.17,96,100,9.22
324,Yenagoa,NG,2021-09-13 20:55:13,4.9247,6.2642,74.64,93,99,3.31
325,Kalabo,ZM,2021-09-13 20:55:13,-14.97,22.6814,72.84,25,13,5.37
326,Obo,CF,2021-09-13 20:55:13,5.3998,26.4869,68.13,95,100,1.99
327,Turayf,SA,2021-09-13 20:55:14,31.6725,38.6637,77.25,41,0,13.8
328,Cabo San Lucas,MX,2021-09-13 20:55:14,22.8909,-109.9124,87.19,74,2,5.21
329,Conde,BR,2021-09-13 20:55:15,-7.2597,-34.9075,80.06,74,0,12.66
330,Andenes,NO,2021-09-13 20:55:15,69.3143,16.1194,42.78,75,20,9.22
331,Castro,BR,2021-09-13 20:55:15,-24.7911,-50.0119,75.42,43,100,2.35
332,Atasu,KZ,2021-09-13 20:55:16,48.6814,71.6433,49.55,36,0,6.58
333,Kamaishi,JP,2021-09-13 20:55:16,39.2667,141.8833,64.89,75,100,4.74
334,Ayolas,PY,2021-09-13 20:55:16,-27.4,-56.9,85.08,50,98,4.14
335,Champerico,GT,2021-09-13 20:55:17,14.3,-91.9167,83.35,71,3,7.99
336,Batagay,RU,2021-09-13 20:55:17,67.6333,134.6333,44.91,64,81,3.69
337,Langsa,ID,2021-09-13 20:55:18,4.4683,97.9683,73.53,95,100,1.7
338,Mount Gambier,AU,2021-09-13 20:55:18,-37.8333,140.7667,44.51,93,90,1.14
339,Chumikan,RU,2021-09-13 20:55:18,54.7183,135.315,46.18,78,0,12.71
340,Camotan,GT,2021-09-13 20:55:19,14.8167,-89.3667,92.8,65,23,2.82
341,Fairbanks,US,2021-09-13 20:55:19,64.8378,-147.7164,59.59,60,75,0.0
342,Verkhnyaya Inta,RU,2021-09-13 20:55:19,65.9811,60.3094,31.57,94,72,5.68
343,Oliveira Dos Brejinhos,BR,2021-09-13 20:55:20,-12.3169,-42.8961,85.98,27,7,10.51
344,Guymon,US,2021-09-13 20:55:20,36.6828,-101.4816,96.75,9,0,19.15
345,Yaan,NG,2021-09-13 20:55:20,7.3833,8.5667,71.89,93,92,5.23
346,Mindelo,CV,2021-09-13 20:55:21,16.8901,-24.9804,79.9,83,56,5.91
347,Kvarkeno,RU,2021-09-13 20:55:21,52.0833,59.725,54.41,51,23,8.84
348,Millinocket,US,2021-09-13 20:55:18,45.6573,-68.7098,68.56,61,87,7.14
349,Henties Bay,NA,2021-09-13 20:55:22,-22.116,14.2845,54.86,92,1,10.29
350,San Jeronimo,PE,2021-09-13 20:55:22,-11.9472,-75.2829,62.85,49,85,8.59
351,Dunedin,NZ,2021-09-13 20:55:22,-45.8742,170.5036,43.81,73,100,7.0
352,Augusto Correa,BR,2021-09-13 20:55:23,-1.0217,-46.635,80.01,76,21,6.73
353,Mount Pleasant,US,2021-09-13 20:54:05,32.7941,-79.8626,88.0,66,20,1.99
354,Yarega,RU,2021-09-13 20:55:23,63.4354,53.5765,39.51,69,95,6.82
355,Juneau,US,2021-09-13 20:55:24,58.3019,-134.4197,55.45,99,100,8.01
356,Lagos,NG,2021-09-13 20:51:07,6.5833,3.75,75.52,93,95,1.07
357,Billings,US,2021-09-13 20:55:24,45.7833,-108.5007,81.37,32,88,1.99
358,Tagab,AF,2021-09-13 20:55:24,34.855,69.6492,70.65,33,0,1.83
359,Haines Junction,CA,2021-09-13 20:55:25,60.7522,-137.5108,51.75,62,100,6.91
360,Aguas Vermelhas,BR,2021-09-13 20:55:25,-15.7472,-41.46,77.31,39,19,5.41
361,Pacific Grove,US,2021-09-13 20:55:26,36.6177,-121.9166,94.15,80,21,1.99
362,Maribondo,BR,2021-09-13 20:55:26,-9.5772,-36.3053,78.35,95,35,5.39
363,Eureka,US,2021-09-13 20:53:02,40.8021,-124.1637,69.21,74,85,5.01
364,Cherskiy,RU,2021-09-13 20:55:27,68.75,161.3,38.59,85,92,2.71
365,Palu,ID,2021-09-13 20:55:13,-0.8917,119.8707,74.28,94,100,3.02
366,Ormond Beach,US,2021-09-13 20:50:40,29.2858,-81.0559,92.05,63,40,4.0
367,Itarema,BR,2021-09-13 20:55:28,-2.9248,-39.9167,79.03,81,7,15.3
368,Felanitx,ES,2021-09-13 20:55:28,39.4696,3.1483,77.95,74,98,3.49
369,Zhigansk,RU,2021-09-13 20:55:28,66.7697,123.3711,46.92,86,100,9.57
370,Ouadda,CF,2021-09-13 20:55:29,8.0777,22.4007,67.5,96,100,1.01
371,Fernie,CA,2021-09-13 20:55:29,49.5,-115.0687,63.28,36,13,5.1
372,Saint-Francois,FR,2021-09-13 20:55:29,46.4154,3.9054,67.44,77,0,2.3
373,Saint-Philippe,RE,2021-09-13 20:55:30,-21.3585,55.7679,69.39,80,56,15.35
374,Tommot,RU,2021-09-13 20:55:30,58.9564,126.2925,50.77,93,98,2.64
375,Hasaki,JP,2021-09-13 20:55:30,35.7333,140.8333,68.4,67,96,8.63
376,Viedma,AR,2021-09-13 20:55:31,-40.8135,-62.9967,56.88,24,80,10.63
377,Puerto Penasco,MX,2021-09-13 20:50:54,31.3167,-113.5333,91.9,70,0,5.99
378,Pipri,IN,2021-09-13 20:55:31,19.8,75.5333,74.19,91,100,7.72
379,Carmaux,FR,2021-09-13 20:55:32,44.051,2.158,73.67,70,100,8.68
380,Cabra,ES,2021-09-13 20:55:32,37.4725,-4.4421,79.39,47,100,1.01
381,Kampong Cham,KH,2021-09-13 20:55:32,11.9934,105.4635,75.2,97,97,3.56
382,Nuqui,CO,2021-09-13 20:55:33,5.7125,-77.2708,80.28,79,57,9.1
383,Millerovo,RU,2021-09-13 20:55:33,48.9226,40.3967,64.8,59,40,4.85
384,Chipata,ZM,2021-09-13 20:55:33,-13.6333,32.65,66.9,59,30,6.4
385,Sagua La Grande,CU,2021-09-13 20:55:34,22.8067,-80.0756,86.04,63,100,11.95
386,Coihaique,CL,2021-09-13 20:55:34,-45.5752,-72.0662,48.81,49,40,12.66
387,Santa Maria,BR,2021-09-13 20:55:34,-29.6842,-53.8069,67.3,88,75,17.27
388,Axim,GH,2021-09-13 20:55:35,4.8699,-2.2405,76.26,92,72,5.82
389,Raudeberg,NO,2021-09-13 20:55:35,61.9875,5.1352,50.67,62,100,4.14
390,Conceicao Da Barra,BR,2021-09-13 20:55:35,-18.5933,-39.7322,74.97,83,0,10.69
391,Komsomolskiy,UZ,2021-09-13 20:55:36,40.4272,71.7189,65.12,45,0,6.91
392,Iqaluit,CA,2021-09-13 20:55:36,63.7506,-68.5145,37.13,60,75,16.11
393,High Level,CA,2021-09-13 20:55:36,58.5169,-117.136,62.71,48,75,12.66
394,Mondovi,IT,2021-09-13 20:55:36,44.396,7.8176,72.18,74,30,3.49
395,Los Llanos De Aridane,ES,2021-09-13 20:50:58,28.6585,-17.9182,73.15,89,20,4.61
396,Matara,LK,2021-09-13 20:55:37,5.9485,80.5353,77.74,90,68,8.86
397,Itoman,JP,2021-09-13 20:55:37,26.1247,127.6694,82.78,89,75,14.97
398,Minab,IR,2021-09-13 20:55:40,27.1467,57.0801,85.5,44,3,3.33
399,Myitkyina,MM,2021-09-13 20:55:40,25.3833,97.4,74.66,95,66,1.61
400,Whitianga,NZ,2021-09-13 20:55:40,-36.8333,175.7,60.03,82,87,13.82
401,Bestobe,KZ,2021-09-13 20:55:40,52.4994,73.0975,47.71,58,37,9.71
402,Puri,IN,2021-09-13 20:55:41,19.8,85.85,81.12,83,100,17.36
403,Magistralnyy,RU,2021-09-13 20:55:41,56.1725,107.4458,48.61,93,100,2.26
404,Avera,US,2021-09-13 20:55:42,33.194,-82.5271,89.11,36,100,1.36
405,Mahanoro,MG,2021-09-13 20:55:42,-19.9,48.8,66.2,90,41,3.49
406,Timra,SE,2021-09-13 20:55:42,62.487,17.3257,49.68,62,0,8.05
407,Mashhad,IR,2021-09-13 20:55:43,36.297,59.6062,66.34,34,0,4.61
408,Terney,RU,2021-09-13 20:55:44,45.0503,136.6092,57.16,80,100,3.49
409,Sistranda,NO,2021-09-13 20:55:44,63.7256,8.834,50.9,64,100,4.5
410,Turangi,NZ,2021-09-13 20:55:44,-39.0,175.9333,48.43,96,100,2.06
411,Ouesso,CG,2021-09-13 20:55:45,1.6136,16.0517,71.62,90,91,1.39
412,Aneho,TG,2021-09-13 20:55:45,6.2333,1.6,79.0,76,100,3.29
413,Harper,LR,2021-09-13 20:55:45,4.375,-7.7169,77.88,89,100,7.29
414,Padilla,CO,2021-09-13 20:55:46,3.2204,-76.3139,87.37,50,12,3.36
415,Xapuri,BR,2021-09-13 20:55:46,-10.6517,-68.5044,92.48,37,81,5.3
416,Singapore,SG,2021-09-13 20:55:46,1.2897,103.8501,80.55,87,75,4.61
417,Vao,NC,2021-09-13 20:55:47,-22.6667,167.4833,70.47,79,4,12.64
418,Vicuna,CL,2021-09-13 20:55:47,-30.0319,-70.7081,60.53,31,0,6.51
419,Nyagan,RU,2021-09-13 20:55:47,62.1406,65.3936,33.06,92,8,6.15
420,Grande Prairie,CA,2021-09-13 20:51:20,55.1667,-118.8027,64.58,36,40,20.71
421,Nombre De Dios,MX,2021-09-13 20:55:48,23.85,-104.2333,78.8,42,100,7.34
422,Thinadhoo,MV,2021-09-13 20:55:48,0.5333,72.9333,83.57,74,13,9.44
423,Hwange,ZW,2021-09-13 20:55:49,-18.3693,26.5019,71.49,35,27,1.92
424,San Quintin,MX,2021-09-13 20:54:48,30.4833,-115.95,77.52,65,0,13.2
425,Murmashi,RU,2021-09-13 20:55:49,68.8154,32.8115,41.41,81,75,8.95
426,Wamba,NG,2021-09-13 20:55:49,8.9333,8.6,71.33,97,93,1.1
427,Hailun,CN,2021-09-13 20:55:50,47.45,126.9333,50.49,96,82,3.89
428,Mount Isa,AU,2021-09-13 20:55:50,-20.7333,139.5,67.77,19,49,6.91
429,Brigantine,US,2021-09-13 20:55:50,39.4101,-74.3646,89.29,66,18,8.23
430,Ende,ID,2021-09-13 20:55:51,-8.8432,121.6623,76.35,89,34,1.52
431,Houston,US,2021-09-13 20:55:06,29.7633,-95.3633,78.44,84,90,5.99
432,Lokosovo,RU,2021-09-13 20:55:51,61.1333,74.8167,36.75,98,100,13.73
433,Phan Thiet,VN,2021-09-13 20:53:56,10.9333,108.1,76.57,93,100,7.7
434,Itapirapua,BR,2021-09-13 20:55:52,-15.8233,-50.6133,96.4,12,61,3.49
435,Diamantino,BR,2021-09-13 20:55:52,-14.4086,-56.4461,89.73,35,93,3.6
436,Itaqui,BR,2021-09-13 20:55:53,-29.1253,-56.5531,79.14,74,81,7.56
437,Naze,JP,2021-09-13 20:55:53,28.3667,129.4833,80.04,86,100,17.76
438,Saint Anthony,US,2021-09-13 20:53:09,45.0205,-93.218,77.67,46,90,1.99
439,Grindavik,IS,2021-09-13 20:55:53,63.8424,-22.4338,48.15,81,75,24.16
440,Lesu,RO,2021-09-13 20:55:54,47.3167,24.75,56.7,78,16,4.74
441,Aswan,EG,2021-09-13 20:55:54,24.0934,32.907,92.5,15,0,11.5
442,Pyapon,MM,2021-09-13 20:55:54,16.2833,95.6833,75.94,95,100,4.79
443,Laval,CA,2021-09-13 20:54:46,45.57,-73.692,71.85,48,40,3.0
444,Alofi,NU,2021-09-13 20:55:55,-19.0595,-169.9187,78.69,69,20,9.22
445,Innisfail,AU,2021-09-13 20:55:55,-17.5333,146.0333,69.39,88,2,3.02
446,Saint-Georges,GD,2021-09-13 20:55:56,12.0564,-61.7485,87.48,70,20,10.36
447,Broome,US,2021-09-13 20:55:56,42.2506,-75.833,78.01,62,46,1.01
448,Suicheng,CN,2021-09-13 20:55:56,33.8963,117.9331,63.95,91,0,8.37
449,Portland,US,2021-09-13 20:53:28,45.5234,-122.6762,72.93,57,40,1.01
450,Miramar,US,2021-09-13 20:55:57,25.9873,-80.2323,87.82,57,79,11.23
451,Fayaoue,NC,2021-09-13 20:55:57,-20.65,166.5333,74.3,75,76,13.94
452,Marshall,US,2021-09-13 20:55:58,34.3834,-86.3333,90.12,63,1,1.99
453,Rapid Valley,US,2021-09-13 20:55:59,44.0625,-103.1463,78.31,42,1,3.0
454,Rio Grande,BR,2021-09-13 20:55:59,-32.035,-52.0986,64.51,98,100,6.38
455,Neiafu,TO,2021-09-13 20:55:59,-18.65,-173.9833,77.68,94,40,2.3
456,Mahibadhoo,MV,2021-09-13 20:56:00,3.7833,72.9667,82.85,74,27,7.76
457,Hoopstad,ZA,2021-09-13 20:56:00,-27.8327,25.9083,60.94,11,0,7.4
458,Atambua,ID,2021-09-13 20:56:00,-9.1061,124.8925,71.31,87,29,4.43
459,Isabela,PH,2021-09-13 20:56:01,6.7085,121.9711,78.44,86,100,5.73
460,Alekseyevka,RU,2021-09-13 20:56:01,50.6309,38.6903,67.08,51,73,11.48
461,Gorin,RU,2021-09-13 20:56:02,51.1983,136.6669,38.88,83,0,1.68
462,Newcastle,AU,2021-09-13 20:56:02,-32.9272,151.7765,53.71,96,75,8.01
463,Kuusamo,FI,2021-09-13 20:56:02,65.9667,29.1833,37.44,93,90,12.66
464,Berlevag,NO,2021-09-13 20:56:03,70.8578,29.0864,42.75,75,75,17.27
465,Road Town,VG,2021-09-13 20:56:03,18.4167,-64.6167,85.19,78,100,15.61
466,Bada,RU,2021-09-13 20:56:03,51.392,109.8717,50.27,72,100,3.71
467,Buraydah,SA,2021-09-13 20:56:05,26.326,43.975,90.05,23,4,7.83
468,Nome,US,2021-09-13 20:56:05,64.5011,-165.4064,51.17,84,100,8.9
469,Mingoyo,TZ,2021-09-13 20:56:06,-10.1,39.6333,67.78,94,37,2.82
470,Soyo,AO,2021-09-13 20:56:06,-6.1349,12.3689,74.66,87,50,8.43
471,Mokhsogollokh,RU,2021-09-13 20:56:06,61.4681,128.9203,49.14,79,100,4.81
472,Sarh,TD,2021-09-13 20:56:06,9.1429,18.3923,73.31,88,20,0.0
473,Ujiie,JP,2021-09-13 20:56:07,36.6833,139.9667,64.65,79,100,1.19
474,Sabzevar,IR,2021-09-13 20:56:07,36.2126,57.6819,73.4,15,0,9.1
475,Nagtipunan,PH,2021-09-13 20:56:08,16.2167,121.6,73.94,96,100,1.32
476,Mayo,US,2021-09-13 20:56:08,38.8876,-76.5119,90.34,61,11,7.0
477,Plettenberg Bay,ZA,2021-09-13 20:56:08,-34.0527,23.3716,55.15,89,100,2.89
478,Lerwick,GB,2021-09-13 20:56:09,60.1545,-1.1494,53.6,77,100,11.95
479,Ixtapa,MX,2021-09-13 20:56:09,20.7,-105.2,78.22,94,95,7.0
480,Nicoya,CR,2021-09-13 20:56:09,10.1483,-85.452,78.35,85,93,2.84
481,Savannah Bight,HN,2021-09-13 20:56:10,16.45,-85.85,89.65,78,13,21.56
482,Tilichiki,RU,2021-09-13 20:56:10,60.4667,166.1,38.19,65,16,3.56
483,Vestmannaeyjar,IS,2021-09-13 20:56:11,63.4427,-20.2734,49.73,68,100,31.25
484,Severodvinsk,RU,2021-09-13 20:56:11,64.5635,39.8302,48.31,88,100,19.53
485,Meadow Lake,US,2021-09-13 20:56:11,34.8014,-106.5436,93.33,19,0,7.11
486,Kurya,RU,2021-09-13 20:56:12,51.6003,82.2888,43.11,54,84,8.3
487,Opotiki,NZ,2021-09-13 20:56:12,-38.0833,177.2833,56.52,97,100,6.44
488,Scottsbluff,US,2021-09-13 20:56:12,41.8666,-103.6672,91.81,35,38,4.0
489,Kemijarvi,FI,2021-09-13 20:56:13,66.7131,27.4306,37.49,98,100,12.97
490,Sibolga,ID,2021-09-13 20:56:13,1.7427,98.7792,75.36,77,100,3.02
491,Praia,CV,2021-09-13 20:56:13,14.9215,-23.5087,81.25,76,54,2.44
492,Sharjah,AE,2021-09-13 20:56:14,25.3573,55.4033,93.18,70,0,3.44
493,Jacksonville,US,2021-09-13 20:53:53,30.3322,-81.6556,92.01,67,40,3.0
494,Ostrovnoy,RU,2021-09-13 20:56:14,68.0531,39.5131,41.38,82,99,17.27
495,Atbasar,KZ,2021-09-13 20:56:15,51.8,68.3333,49.26,49,41,10.18
496,Mezen,RU,2021-09-13 20:56:15,65.8522,44.24,38.89,78,86,12.01
497,Samfya,ZM,2021-09-13 20:56:15,-11.3649,29.5565,74.01,42,64,11.3
498,Mackay,AU,2021-09-13 20:56:16,-21.15,149.2,70.05,94,2,4.61
499,Lata,PT,2021-09-13 20:56:16,40.1629,-8.3327,68.41,95,41,2.73
500,Changchun,CN,2021-09-13 20:56:16,43.88,125.3228,49.96,88,0,3.29
501,Talnakh,RU,2021-09-13 20:56:17,69.4865,88.3972,45.7,73,97,15.59
502,Oranjestad,AW,2021-09-13 20:56:17,12.524,-70.027,89.55,66,20,16.11
503,Trairi,BR,2021-09-13 20:53:19,-3.2778,-39.2689,79.14,81,6,12.26
504,Khvorostyanka,RU,2021-09-13 20:56:18,52.6096,48.9597,60.26,55,75,8.97
505,Langham,CA,2021-09-13 20:56:18,52.3668,-106.9679,69.03,30,4,15.61
506,Shelburne,CA,2021-09-13 20:56:18,44.0787,-80.2041,69.69,51,98,6.85
507,Namibe,AO,2021-09-13 20:54:17,-15.1961,12.1522,64.47,86,83,6.62
508,Belle Fourche,US,2021-09-13 20:56:19,44.6714,-103.8522,78.48,28,23,10.29
509,Takoradi,GH,2021-09-13 20:56:19,4.8845,-1.7554,76.15,92,94,7.31
510,Fukue,JP,2021-09-13 20:56:19,32.6881,128.8419,76.37,92,100,26.26
511,Jacareacanga,BR,2021-09-13 20:56:20,-6.2222,-57.7528,86.58,51,57,4.59
512,Pucallpa,PE,2021-09-13 20:56:20,-8.3791,-74.5539,91.44,52,40,5.75
513,Paamiut,GL,2021-09-13 20:56:20,61.994,-49.6678,38.12,73,3,27.74
514,Nyrob,RU,2021-09-13 20:56:21,60.733,56.7202,35.89,83,100,4.63
515,Kanchanaburi,TH,2021-09-13 20:56:21,14.6333,99.1,74.97,93,100,4.07
516,Alghero,IT,2021-09-13 20:56:21,40.5589,8.3181,69.89,94,0,3.44
517,La Tuque,CA,2021-09-13 20:56:22,47.4334,-72.7824,62.85,55,100,8.05
518,Powassan,CA,2021-09-13 20:56:22,46.0334,-79.3496,68.65,60,14,5.17
519,Nouakchott,MR,2021-09-13 20:56:22,18.0858,-15.9785,85.93,78,23,21.7
520,Mana,GF,2021-09-13 20:56:23,5.6592,-53.7767,80.98,79,0,7.9
521,Alice Springs,AU,2021-09-13 20:56:23,-23.7,133.8833,53.15,32,7,10.36
522,Toma,BF,2021-09-13 20:56:23,12.7667,-2.8833,80.46,69,69,7.81
523,Podlesnoye,RU,2021-09-13 20:56:24,51.8161,47.009,62.19,49,99,7.14
524,La Ronge,CA,2021-09-13 20:56:24,55.1001,-105.2842,59.25,67,75,10.36
525,Kerema,PG,2021-09-13 20:56:24,-7.9631,145.7785,77.9,90,95,5.48
526,Porto Seguro,BR,2021-09-13 20:56:25,-16.4497,-39.0647,77.52,78,20,13.8
527,Smirnykh,RU,2021-09-13 20:56:25,49.75,142.8333,40.8,86,0,5.1
528,Aripuana,BR,2021-09-13 20:56:25,-9.1667,-60.6333,81.19,63,96,2.51
529,Malumfashi,NG,2021-09-13 20:56:26,11.7853,7.6218,71.31,92,100,4.65
530,Pauini,BR,2021-09-13 20:56:26,-7.7136,-66.9764,89.69,45,89,4.68
531,Eyl,SO,2021-09-13 20:56:26,7.9803,49.8164,77.29,78,5,22.57
532,Baykit,RU,2021-09-13 20:56:27,61.67,96.37,41.13,95,100,6.35
533,Mikkeli,FI,2021-09-13 20:56:27,61.6886,27.2723,42.91,75,0,12.66
534,Bitterfeld,DE,2021-09-13 20:56:27,51.6167,12.3167,61.29,80,97,4.81
535,Mandera,KE,2021-09-13 20:56:28,3.9366,41.867,80.69,46,100,21.3
