City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,High Rock,BS,26.6208,-78.2833,82.42,66,2,2.55,clear sky
347,Yar-Sale,RU,66.8333,70.8333,39.18,91,96,8.14,overcast clouds
348,Saint-Joseph,RE,-21.3667,55.6167,68.38,79,12,6.17,few clouds
349,Saint-Pierre,RE,-21.3393,55.4781,69.48,63,90,3.44,overcast clouds
350,Baruun-Urt,MN,46.6806,113.2792,58.21,57,0,7.23,clear sky
351,Rocha,UY,-34.4833,-54.3333,47.62,80,0,5.1,clear sky
352,Laguna,US,38.421,-121.4238,93.63,36,1,7.0,haze
353,Limbang,MY,4.75,115.0,77.31,87,100,1.95,light rain
354,Skegness,GB,53.1436,0.3363,57.58,87,53,3.0,broken clouds
355,Nadvoitsy,RU,63.8667,34.3167,40.15,89,100,8.01,overcast clouds
356,Carutapera,BR,-1.195,-46.02,76.86,89,0,5.19,clear sky
357,Husavik,IS,66.0449,-17.3389,40.91,78,99,8.72,overcast clouds
358,Hualmay,PE,-11.0964,-77.6139,61.18,85,18,11.43,few clouds
359,Pochutla,MX,15.7432,-96.4661,81.45,87,85,4.94,overcast clouds
360,Deputatskiy,RU,69.3,139.9,41.29,76,99,3.89,overcast clouds
361,Zheleznodorozhnyy,RU,55.7503,38.0042,44.78,86,25,8.12,scattered clouds
362,Baykit,RU,61.67,96.37,35.67,83,21,1.57,few clouds
363,Manta,EC,-0.95,-80.7333,73.18,83,75,12.66,broken clouds
364,Vanavara,RU,60.34,102.2797,38.08,97,100,7.05,light rain
365,Cabinda,AO,-5.55,12.2,75.33,85,100,5.68,overcast clouds
366,Stornoway,GB,58.2093,-6.3865,53.92,93,29,4.61,scattered clouds
367,Jumla,NP,29.2747,82.1838,60.3,94,100,1.74,overcast clouds
368,Manjacaze,MZ,-24.7117,33.8828,70.97,88,94,10.96,overcast clouds
369,Brownsville,US,25.9018,-97.4975,84.2,78,20,4.0,few clouds
370,Yerbogachen,RU,61.2767,108.0108,39.13,87,100,5.26,light rain
371,Rosetta,EG,31.4044,30.4164,76.82,63,0,12.39,clear sky
372,Pierre,US,44.3683,-100.351,81.52,55,1,1.99,clear sky
373,Margate,GB,51.3813,1.3862,57.96,89,16,1.19,few clouds
374,Vanino,RU,49.0869,140.2543,64.42,49,100,4.12,overcast clouds
375,Villa Maria,AR,-32.4075,-63.2402,54.63,33,0,8.1,clear sky
376,Pocatello,US,42.8713,-112.4455,82.31,15,1,7.0,clear sky
377,Del Rio,US,29.3627,-100.8968,96.91,31,40,6.91,scattered clouds
378,Arman,RU,59.7,150.1667,57.09,64,52,0.78,broken clouds
379,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,79,0,0.83,clear sky
380,Marawi,PH,7.9986,124.2928,74.64,74,44,2.82,scattered clouds
381,Illela,NG,13.7292,5.2975,83.21,63,1,7.92,clear sky
382,Boyuibe,BO,-20.4167,-63.2833,57.0,49,100,3.47,overcast clouds
383,Coahuayana,MX,18.7333,-103.6833,81.88,90,97,2.66,overcast clouds
384,Dingle,PH,10.9995,122.6711,83.68,75,46,6.73,scattered clouds
385,Muros,ES,42.7762,-9.0603,66.24,86,8,7.85,clear sky
386,Youkounkoun,GN,12.5333,-13.1333,76.05,92,100,4.36,overcast clouds
387,Bontang,ID,0.1333,117.5,74.28,90,100,5.77,moderate rain
388,Morshansk,RU,53.4435,41.8107,46.09,70,100,4.45,overcast clouds
389,Budelsdorf,DE,54.3167,9.6833,62.64,96,100,7.0,overcast clouds
390,Victoria,HK,22.2855,114.1577,87.96,80,99,1.01,overcast clouds
391,Gamba,GA,-2.65,10.0,75.99,86,100,5.99,overcast clouds
392,Xining,CN,36.6167,101.7667,52.75,79,8,2.77,clear sky
393,La Sarre,CA,48.8002,-79.1996,48.06,93,5,3.11,clear sky
394,Pangai,TO,-19.8,-174.35,82.51,74,40,12.66,light rain
395,Honningsvag,NO,70.9821,25.9704,43.02,76,76,8.32,broken clouds
396,Horqueta,PY,-23.3428,-57.0597,61.9,79,100,6.17,overcast clouds
397,Sooke,CA,48.3746,-123.7276,63.09,59,28,29.93,scattered clouds
398,Koulikoro,ML,14.0,-7.75,76.33,78,100,10.27,overcast clouds
399,Touros,BR,-5.1989,-35.4608,76.1,86,67,14.47,broken clouds
400,Beloha,MG,-25.1667,45.05,67.93,64,0,2.33,clear sky
401,Guozhen,CN,34.3659,107.359,71.92,74,100,3.27,light rain
402,Lahaina,US,20.8783,-156.6825,87.8,71,46,5.39,scattered clouds
403,Tucuman,AR,-26.8241,-65.2226,60.8,48,0,0.0,clear sky
404,Gotsu,JP,35.0,132.2167,71.74,61,80,6.67,broken clouds
405,Iralaya,HN,15.0,-83.2333,82.49,80,100,9.33,overcast clouds
406,Korla,CN,41.7597,86.1469,71.35,36,35,1.05,scattered clouds
407,Padang,ID,-0.9492,100.3543,77.05,76,11,1.68,few clouds
408,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.19,88,55,4.76,broken clouds
409,Leningradskiy,RU,69.3833,178.4167,30.24,91,100,3.11,overcast clouds
410,Latung,PH,5.5,120.8833,81.32,78,100,12.26,moderate rain
411,Chervone,UA,49.9564,28.8645,50.18,70,70,3.31,broken clouds
412,Cabra,ES,37.4725,-4.4421,65.89,84,0,1.16,clear sky
413,Walvis Bay,NA,-22.9575,14.5053,50.09,76,0,4.61,clear sky
414,Polevskoy,RU,56.4422,60.1878,41.2,95,51,8.66,broken clouds
415,Kifri,IQ,34.6959,44.9661,82.22,20,0,8.75,clear sky
416,Saint-Leu,RE,-21.15,55.2833,68.86,76,30,0.74,scattered clouds
417,Ilulissat,GL,69.2167,-51.1,20.86,89,60,6.13,broken clouds
418,Bud,US,39.447,-86.1758,69.91,84,0,4.9,clear sky
419,Kununurra,AU,-15.7667,128.7333,89.58,45,40,8.05,scattered clouds
420,Parana,AR,-31.732,-60.5238,57.29,77,0,6.51,clear sky
421,Emba,KZ,48.8264,58.1442,63.5,43,99,7.81,overcast clouds
422,Nyurba,RU,63.2842,118.3319,44.4,70,100,3.24,overcast clouds
423,Batemans Bay,AU,-35.7167,150.1833,62.2,52,7,6.6,clear sky
424,Coquimbo,CL,-29.9533,-71.3436,55.13,82,0,5.75,clear sky
425,Aras,ES,42.5617,-2.356,63.72,94,75,5.75,broken clouds
426,Changji,CN,44.0167,87.3167,66.99,39,0,6.71,clear sky
427,Nelson Bay,AU,-32.7167,152.15,61.77,95,75,10.96,broken clouds
428,Sale,MA,34.0389,-6.8166,67.75,100,40,0.0,scattered clouds
429,Trairi,BR,-3.2778,-39.2689,79.18,84,0,13.02,clear sky
430,Kenai,US,60.5544,-151.2583,52.09,71,75,4.61,light rain
431,Poso,ID,-1.3959,120.7524,77.77,89,100,1.52,light rain
432,Roma,US,43.2128,-75.4557,64.26,95,20,0.0,few clouds
433,Farafangana,MG,-22.8167,47.8333,66.94,90,28,6.49,scattered clouds
434,Udachnyy,RU,66.4167,112.4,41.43,70,18,12.55,few clouds
435,Soyo,AO,-6.1349,12.3689,75.29,85,100,5.95,overcast clouds
436,Asuncion,PY,-25.3007,-57.6359,67.44,49,75,10.36,broken clouds
437,Ojinaga,MX,29.5667,-104.4167,95.95,20,1,12.66,clear sky
438,Chuy,UY,-33.6971,-53.4616,49.05,83,0,4.32,clear sky
439,Blairmore,CA,49.6,-114.4353,57.38,28,85,14.97,overcast clouds
440,Manokwari,ID,-0.8667,134.0833,80.19,78,100,3.44,moderate rain
441,Kunda,IN,25.7167,81.5167,75.67,97,100,14.47,heavy intensity rain
442,Shubarkuduk,KZ,49.1447,56.4872,62.02,55,54,8.7,broken clouds
443,Gao,ML,16.6362,1.637,87.94,44,35,11.39,scattered clouds
444,North Bend,US,43.4065,-124.2243,62.92,63,1,29.93,clear sky
445,Rawson,AR,-43.3002,-65.1023,57.87,44,5,15.55,clear sky
446,Ulaangom,MN,49.9811,92.0667,53.98,42,100,3.29,overcast clouds
447,Houston,US,29.7633,-95.3633,82.54,76,90,3.0,overcast clouds
448,Itamaraca,BR,-7.7478,-34.8256,77.68,85,45,8.28,scattered clouds
449,Bongandanga,CD,1.5,21.05,69.13,97,100,3.22,overcast clouds
450,Tabursuq,TN,36.4569,9.2475,84.49,35,100,4.99,overcast clouds
451,Banda,IN,25.4833,80.3333,77.0,95,100,6.29,heavy intensity rain
452,Abong Mbang,CM,3.9833,13.1833,66.74,98,38,2.75,light rain
453,Zapolyarnyy,RU,69.4154,30.8136,36.68,93,65,2.21,broken clouds
454,Mamit,IN,23.9333,92.4833,70.57,94,84,0.96,broken clouds
455,Tual,ID,-5.6667,132.75,81.01,82,17,19.89,few clouds
456,Bathsheba,BB,13.2167,-59.5167,83.01,83,20,10.36,few clouds
457,Monrovia,LR,6.3005,-10.7969,75.9,89,100,8.59,moderate rain
458,Tura,IN,25.5198,90.2201,74.68,97,100,2.57,overcast clouds
459,Palimbang,PH,6.2106,124.1894,80.6,86,96,4.52,light rain
460,Assai,BR,-23.3733,-50.8414,71.46,88,99,12.59,overcast clouds
461,Pergamino,AR,-33.89,-60.5736,54.91,50,0,6.42,clear sky
462,Zatoka,UA,46.0725,30.4654,63.14,61,45,9.51,scattered clouds
463,Puerto Suarez,BO,-18.95,-57.8,81.39,49,11,3.02,few clouds
464,Xuchang,CN,34.0167,113.8167,76.08,69,0,5.21,light rain
465,Maceio,BR,-9.6658,-35.7353,78.24,88,75,2.3,broken clouds
466,Hami,CN,42.8,93.45,75.67,15,1,6.2,clear sky
467,Flinders,AU,-34.5833,150.8552,64.18,58,83,7.0,broken clouds
468,Svetlogorsk,BY,52.6333,29.7333,44.06,75,63,4.47,broken clouds
469,Taquara,BR,-29.6506,-50.7806,58.1,82,17,1.52,few clouds
470,Malatya,TR,38.5,38.0,62.65,55,0,3.44,clear sky
471,Guskhara,IN,23.5,87.75,78.24,93,100,3.74,overcast clouds
472,Araouane,ML,18.9048,-3.5265,92.21,30,70,7.67,broken clouds
473,Kontagora,NG,10.3999,5.4695,72.79,94,86,2.15,overcast clouds
474,Madukkarai,IN,10.9,76.9667,75.88,88,40,9.22,mist
475,Hellvik,NO,59.9156,5.781,56.77,89,100,3.85,light rain
476,Martapura,ID,-3.4167,114.85,73.72,91,100,1.99,light rain
477,Magnor,SE,59.9511,12.1996,52.7,90,100,6.82,overcast clouds
478,Pitea,SE,65.3172,21.4794,39.29,77,100,1.54,overcast clouds
479,Menongue,AO,-14.6585,17.691,60.55,24,8,3.29,clear sky
480,Kuytun,RU,54.3419,101.5036,42.96,93,100,3.2,light rain
481,Yulara,AU,-25.2406,130.9889,76.84,19,100,5.75,overcast clouds
482,Denia,ES,38.8408,0.1057,76.46,66,0,5.01,clear sky
483,Vestmannaeyjar,IS,63.4427,-20.2734,53.64,95,100,29.62,overcast clouds
484,Gazli,UZ,40.1333,63.45,73.83,13,0,8.05,clear sky
485,Pangnirtung,CA,66.1451,-65.7125,35.2,70,100,2.15,overcast clouds
486,Piacabucu,BR,-10.4056,-36.4344,75.24,78,26,8.08,scattered clouds
487,Port Augusta,AU,-32.5,137.7667,74.71,22,0,12.93,clear sky
488,Lockhart,US,28.6194,-81.4426,82.2,80,92,4.81,overcast clouds
489,Bubaque,GW,11.2833,-15.8333,81.48,80,100,9.78,overcast clouds
490,Mahibadhoo,MV,3.7833,72.9667,83.12,67,100,12.33,overcast clouds
491,Aykino,RU,62.2248,49.9922,38.64,98,100,8.93,overcast clouds
492,Akureyri,IS,65.6835,-18.0878,40.93,93,75,2.3,light rain
493,Port Blair,IN,11.6667,92.75,79.36,85,100,8.37,overcast clouds
494,Abu Samrah,SY,35.3029,37.1841,68.23,78,0,7.45,clear sky
495,Pemberton,CA,50.3164,-122.8027,62.29,38,63,4.43,broken clouds
496,Sobolevo,RU,54.4299,31.8996,37.69,91,1,6.08,clear sky
497,Lazaro Cardenas,MX,17.9583,-102.2,79.45,84,100,1.92,overcast clouds
498,Aksarka,RU,66.5606,67.7975,39.65,93,87,9.22,overcast clouds
499,Chase,CA,50.8165,-119.6857,64.38,35,75,4.18,broken clouds
500,Ponta Delgada,PT,37.7333,-25.6667,66.92,82,20,2.3,few clouds
501,Chavakkad,IN,10.5333,76.05,78.17,86,100,3.24,overcast clouds
502,Tsabong,BW,-26.0217,22.401,50.95,30,0,9.33,clear sky
503,Kieta,PG,-6.2167,155.6333,84.74,64,100,6.06,overcast clouds
504,Krasnoselkup,RU,65.7,82.4667,38.61,90,93,0.89,overcast clouds
505,Ayan,RU,56.45,138.1667,59.85,65,100,4.59,overcast clouds
506,Sakaiminato,JP,35.55,133.2333,71.58,73,20,2.3,few clouds
507,Eyl,SO,7.9803,49.8164,77.77,81,100,13.71,overcast clouds
508,Lubaczow,PL,50.157,23.1234,56.23,84,27,7.34,scattered clouds
509,Mpanda,TZ,-6.3655,31.0409,71.06,59,67,0.81,broken clouds
510,Sibolga,ID,1.7427,98.7792,81.0,73,72,0.76,broken clouds
511,Axim,GH,4.8699,-2.2405,74.66,93,79,10.87,light rain
512,Codrington,AU,-38.2667,141.9667,54.84,64,4,9.26,clear sky
513,Bestobe,KZ,52.4994,73.0975,56.57,42,72,13.85,broken clouds
514,Teya,RU,60.3778,92.6267,38.08,93,99,1.43,overcast clouds
515,Waddan,LY,29.1614,16.139,72.57,55,2,8.84,clear sky
516,San Angelo,US,31.4638,-100.437,85.53,48,0,1.99,clear sky
517,Shakawe,BW,-18.3667,21.85,68.99,19,5,5.01,clear sky
518,Ghanzi,BW,-21.5667,21.7833,64.36,19,0,7.45,clear sky
519,Ranong,TH,9.9658,98.6348,75.13,90,100,2.89,overcast clouds
520,Shenjiamen,CN,29.9576,122.298,76.41,88,100,24.34,overcast clouds
521,Yairipok,IN,24.6667,94.0667,73.26,81,100,0.89,overcast clouds
522,Ozu,JP,33.5,132.55,74.82,79,76,0.51,broken clouds
523,Soe,ID,-9.8607,124.284,81.39,45,89,6.96,overcast clouds
524,Kerema,PG,-7.9631,145.7785,80.08,82,96,4.59,overcast clouds
525,Hokitika,NZ,-42.7167,170.9667,58.46,41,1,6.4,clear sky
526,Chihuahua,MX,28.5,-106.0,79.79,25,26,6.93,scattered clouds
527,Lavrentiya,RU,65.5833,-171.0,39.47,64,99,10.45,overcast clouds
528,Karratha,AU,-20.7377,116.8463,73.45,37,4,16.91,clear sky
529,Forestville,US,38.8451,-76.875,81.54,75,1,6.91,clear sky
530,Noumea,NC,-22.2763,166.4572,75.18,64,14,15.43,few clouds
531,Ostrovnoy,RU,68.0531,39.5131,41.31,96,100,22.53,overcast clouds
532,Burnie,AU,-41.0667,145.9167,55.92,57,91,2.3,overcast clouds
533,Te Anau,NZ,-45.4167,167.7167,43.05,95,93,5.17,overcast clouds
534,Price,US,39.5994,-110.8107,78.4,18,0,11.7,clear sky
535,Saint Anthony,US,45.0205,-93.218,72.82,44,40,1.99,scattered clouds
536,Fengcheng,CN,40.4536,124.0717,64.85,79,97,2.89,overcast clouds
537,Ekhabi,RU,53.5102,142.9671,65.64,57,17,13.67,few clouds
538,Somerset,US,40.5668,-74.5496,81.84,81,100,4.34,overcast clouds
539,Achi,CO,8.5682,-74.554,76.93,93,93,1.59,overcast clouds
540,Henties Bay,NA,-22.116,14.2845,49.86,90,1,12.24,clear sky
541,Puerto Quijarro,BO,-17.7833,-57.7667,80.42,53,8,2.01,clear sky
542,Aripuana,BR,-9.1667,-60.6333,72.39,97,98,4.36,overcast clouds
543,Tapah,MY,4.2004,101.2598,80.51,79,66,0.27,broken clouds
544,Khorixas,NA,-20.3667,14.9667,57.92,36,5,1.07,clear sky
545,Dunmore East,IE,52.1514,-6.9861,55.69,67,6,6.31,clear sky
546,Balabac,PH,7.9868,117.0645,81.81,77,100,8.25,overcast clouds
547,Vermilion,US,40.1667,-87.7506,70.32,64,1,6.91,clear sky
548,Moratuwa,LK,6.773,79.8816,78.82,88,100,6.51,overcast clouds
549,Wakkanai,JP,45.4094,141.6739,64.38,63,20,4.61,few clouds
550,Alofi,NU,-19.0595,-169.9187,82.29,69,75,12.66,broken clouds
551,Asau,RO,46.4333,26.4,56.95,93,65,3.85,broken clouds
552,Broome,US,42.2506,-75.833,65.86,80,90,1.01,moderate rain
553,Goderich,CA,43.7501,-81.7165,62.91,82,0,3.44,clear sky
554,Lhokseumawe,ID,5.1801,97.1507,78.26,86,100,3.42,overcast clouds
555,Kousseri,CM,12.0769,15.0306,78.76,73,9,2.3,clear sky
556,Dimbokro,CI,6.6451,-4.7048,71.89,99,100,2.3,moderate rain
557,Jiwani,PK,25.05,61.7417,81.84,71,100,4.97,overcast clouds
558,Batsfjord,NO,70.6345,29.7185,38.34,84,40,3.96,scattered clouds
559,Neuquen,AR,-38.9516,-68.0591,60.69,36,0,10.36,clear sky
560,Okhotsk,RU,59.3833,143.3,58.82,67,6,5.97,clear sky
561,Doka,SD,13.5167,35.7667,70.03,87,87,4.52,overcast clouds
562,Nantucket,US,41.2835,-70.0995,75.31,90,75,11.5,broken clouds
563,Makakilo City,US,21.3469,-158.0858,86.32,62,75,8.05,light rain
564,The Valley,AI,18.217,-63.0578,83.1,77,100,17.18,overcast clouds
565,Mzimba,MW,-11.9,33.6,63.59,61,100,8.86,overcast clouds
566,Oskarshamn,SE,57.2645,16.4484,57.97,76,100,16.46,overcast clouds
567,Nova Olimpia,BR,-14.7972,-57.2881,79.0,59,19,3.69,few clouds
568,Myitkyina,MM,25.3833,97.4,76.84,87,100,1.72,moderate rain
569,Yuli,NG,9.6989,10.2744,75.16,87,100,2.57,overcast clouds
570,Rovnoye,RU,50.7765,46.0509,45.79,66,0,5.26,clear sky
571,Saint-Prosper,CA,46.2117,-70.4811,62.69,96,100,3.15,overcast clouds
572,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.68,49,45,2.59,scattered clouds
573,Vao,NC,-22.6667,167.4833,68.95,69,16,20.78,few clouds
574,Adre,TD,13.4667,22.2,76.68,37,98,5.68,overcast clouds
575,Okitipupa,NG,6.5047,4.7839,73.13,98,26,2.57,scattered clouds
576,Kimberley,ZA,-28.7323,24.7623,40.69,30,0,3.44,clear sky
577,Kamenka,RU,51.3223,42.7678,43.83,71,0,5.17,clear sky
578,Verkhnevilyuysk,RU,63.4453,120.3167,42.57,74,100,4.23,overcast clouds
579,Pietarsaari,FI,63.65,22.6833,44.89,72,100,5.55,overcast clouds
580,Coxim,BR,-18.5067,-54.76,83.32,50,10,2.98,clear sky
581,Chester,US,40.1254,-75.8749,79.21,80,75,13.8,light rain
582,Saint-Paul,RE,-21.0096,55.2707,69.91,81,53,2.33,broken clouds
583,Plouzane,FR,48.3833,-4.6167,60.85,94,75,4.61,mist
584,Tuatapere,NZ,-46.1333,167.6833,47.82,71,90,4.32,overcast clouds
585,Umm Kaddadah,SD,13.6017,26.6876,86.79,25,89,2.46,overcast clouds
586,Tezu,IN,27.9167,96.1667,78.21,78,99,0.81,overcast clouds
587,Lat Yao,TH,15.751,99.7893,78.26,90,100,3.76,overcast clouds
588,La Plata,AR,-34.9215,-57.9545,60.94,87,0,6.46,clear sky
589,Puerto Rico,AR,-26.796,-55.024,58.21,75,100,3.31,light rain
590,Newport,GB,51.5877,-2.9984,62.46,89,100,4.47,overcast clouds
591,Manicore,BR,-5.8092,-61.3003,73.13,97,93,3.06,overcast clouds
592,Dakar,SN,14.6937,-17.4441,84.33,84,20,2.3,thunderstorm
593,Sao Manuel,BR,-22.7311,-48.5706,70.79,90,100,10.78,overcast clouds
594,Dubbo,AU,-32.25,148.6167,60.93,55,0,8.05,clear sky
595,Garachine,PA,8.0647,-78.3628,78.69,85,100,6.96,overcast clouds
596,Dauphin,CA,51.1494,-100.0502,78.94,27,1,24.16,clear sky
597,Alta Floresta,BR,-9.8756,-56.0861,75.13,76,52,4.43,broken clouds
598,Kangaatsiaq,GL,68.3065,-53.4641,33.49,78,16,7.85,few clouds
599,Sidrolandia,BR,-20.9319,-54.9614,79.59,76,0,7.31,clear sky
600,Naryan-Mar,RU,67.6713,53.087,43.27,82,100,9.13,overcast clouds
601,Chacabuco,AR,-34.6417,-60.4739,53.83,47,0,7.27,clear sky
602,San Luis,AR,-33.295,-66.3356,56.84,31,5,4.76,clear sky
603,Galesong,ID,-5.3166,119.3661,82.42,68,84,3.78,broken clouds
604,Alepe,CI,5.5004,-3.6631,75.07,99,100,3.62,moderate rain
605,Whakatane,NZ,-37.9585,176.9854,61.77,98,100,16.98,light rain
606,Hovd,MN,48.0056,91.6419,54.84,21,100,5.35,overcast clouds
607,Havelock,US,34.8791,-76.9013,80.94,87,1,4.61,clear sky
608,Ryzdvyanyy,RU,45.2656,41.8389,62.29,60,26,6.26,scattered clouds
609,Makaryev,RU,57.8797,43.8069,40.62,83,100,7.61,overcast clouds
610,Hostotipaquillo,MX,21.0667,-104.0667,72.05,92,100,3.8,overcast clouds
611,Rorvik,NO,64.8621,11.2373,51.76,72,99,11.34,overcast clouds
612,Srednekolymsk,RU,67.45,153.6833,38.37,65,98,2.75,overcast clouds
613,Hoopstad,ZA,-27.8327,25.9083,51.3,23,0,6.87,clear sky
614,Venado,MX,22.9333,-101.0833,73.81,61,99,13.58,overcast clouds
615,Sidi Ali,DZ,36.0998,0.4206,68.13,85,67,2.8,broken clouds
616,Poya,NC,-21.35,165.15,73.99,54,11,11.34,few clouds
617,Reisterstown,US,39.4696,-76.8294,81.21,78,100,1.99,overcast clouds
618,Bukama,CD,-9.2,25.85,74.73,68,69,0.34,broken clouds
619,Harer,ET,9.3094,42.1258,59.05,84,100,1.88,light rain
620,Itarema,BR,-2.9248,-39.9167,79.38,84,0,15.97,clear sky
621,Kamina,CD,-8.7386,24.9906,64.26,88,99,4.76,overcast clouds
622,Pontianak,ID,-0.0333,109.3333,80.58,78,20,4.61,few clouds
623,Canico,PT,32.6333,-16.85,74.71,85,20,1.01,few clouds
624,Santa Rosa,PH,14.3122,121.1114,88.09,71,70,2.68,broken clouds
625,Oum Hadjer,TD,13.2954,19.6966,83.62,48,60,5.32,broken clouds
626,Grand Gaube,MU,-20.0064,57.6608,68.4,81,60,5.01,light rain
627,Mahenge,TZ,-8.6833,36.7167,60.91,88,30,2.26,scattered clouds
628,Acapulco,MX,16.8634,-99.8901,82.22,78,75,6.91,broken clouds
629,Alekseyevsk,RU,57.8406,108.3492,39.92,87,95,6.58,overcast clouds
630,Twentynine Palms,US,34.1356,-116.0542,97.32,6,0,7.0,clear sky
631,Ivdel,RU,60.6911,60.4206,41.54,99,100,6.6,overcast clouds
632,Esmeraldas,BR,-19.7625,-44.3139,85.06,30,17,5.97,few clouds
633,Alegrete,BR,-29.7831,-55.7919,51.94,72,6,8.37,clear sky
634,Burns Lake,CA,54.2331,-125.7533,51.22,40,43,11.83,scattered clouds
635,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,86.59,20,1,4.72,clear sky
636,Mariakani,KE,-3.8633,39.4736,69.39,97,89,4.72,light rain
637,Saint-Louis,SN,16.3333,-15.0,87.44,74,100,18.95,overcast clouds
638,Hoquiam,US,46.9809,-123.8893,65.37,52,94,3.0,overcast clouds
639,Shieli,KZ,44.1667,66.75,65.59,22,0,7.99,clear sky
640,Jesup,US,31.6074,-81.8854,78.73,78,1,0.0,clear sky
641,Cedar City,US,37.6775,-113.0619,83.37,12,1,14.97,clear sky
642,Bereda,ES,43.2686,-7.5406,62.42,100,55,2.89,broken clouds
643,Bad Hofgastein,AT,47.1667,13.1,62.83,98,99,1.05,overcast clouds
644,Chingola,ZM,-12.529,27.8838,64.81,36,37,4.38,scattered clouds
645,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,74.86,50,5,2.95,clear sky
646,Rapid Valley,US,44.0625,-103.1463,86.2,25,1,1.99,clear sky
647,Nyrob,RU,60.733,56.7202,39.94,98,100,8.21,overcast clouds
648,Neiafu,TO,-18.65,-173.9833,83.08,74,20,10.36,few clouds
649,Gazanjyk,TM,39.2446,55.5154,74.17,60,0,2.82,clear sky
650,Tall Kayf,TR,37.0833,41.0667,72.59,43,0,6.06,clear sky
651,Matagami,CA,49.7502,-77.6328,51.91,93,75,0.0,broken clouds
652,Kahului,US,20.8947,-156.47,83.97,73,87,6.49,overcast clouds
653,Tiarei,PF,-17.5333,-149.3333,84.22,75,2,17.22,clear sky
654,Izhma,RU,65.0083,53.9113,39.4,92,100,3.6,overcast clouds
655,Tsogni,GA,-2.7942,10.0988,75.47,88,99,5.95,overcast clouds
656,Minador Do Negrao,BR,-9.3053,-36.8647,67.39,95,0,5.79,clear sky
657,Sayyan,YE,15.1718,44.3244,63.79,26,100,4.79,overcast clouds
658,Fruitvale,US,39.0817,-108.4968,91.33,15,0,6.85,clear sky
659,Dukat,RU,62.55,155.55,50.18,58,72,4.03,broken clouds
660,Manggar,ID,-2.8833,108.2667,83.05,71,97,6.31,overcast clouds
